,d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,FIPS_wikidata,State_wikidata
2607,2607,1073,AL,Jefferson County,1,98463,N/A,Q173
2608,2608,48257,TX,Kaufman County,1,13328,Q110486,Q1439
2609,2609,40037,OK,Creek County,2,10895,Q484596,Q1649
2610,2610,48319,TX,Mason County,9,543,Q111374,Q1439
2611,2611,20191,KS,Sumner County,2,3091,Q375125,Q1558
2612,2612,29187,MO,St. Francois County,4,9726,Q498014,Q1581
2613,2613,22031,LA,De Soto Parish,2,5669,Q383739,Q1588
2614,2614,42003,PA,Allegheny County,1,137017,Q156291,Q1400
2615,2615,47165,TN,Sumner County,1,17288,Q506175,Q1509
2616,2616,37017,NC,Bladen County,6,8794,Q504403,Q1454
2617,2617,17173,IL,Shelby County,6,2521,Q373953,Q1204
2618,2618,18075,IN,Jay County,6,2878,Q506574,Q1415
2619,2619,13063,GA,Clayton County,1,57057,Q486150,Q1428
2620,2620,29079,MO,Grundy County,7,1680,Q490395,Q1581
2621,2621,31003,NE,Antelope County,9,707,Q492310,Q1553
2622,2622,19085,IA,Harrison County,2,1518,Q485729,Q1546
2623,2623,17055,IL,Franklin County,5,8276,Q486491,Q1204
2624,2624,5017,AR,Chicot County,7,3066,N/A,Q1612
2625,2625,13073,GA,Columbia County,2,10512,Q115307,Q1428
2626,2626,30067,MT,Park County,7,1877,Q496644,Q1212
2627,2627,55059,WI,Kenosha County,1,21222,Q495315,Q1537
2628,2628,2282,AK,Yakutat Borough,9,101,N/A,Q797
2629,2629,39091,OH,Logan County,4,5420,Q490190,Q1397
2630,2630,18125,IN,Pike County,6,1392,Q512885,Q1415
2631,2631,48059,TX,Callahan County,3,2032,Q108827,Q1439
2632,2632,30077,MT,Powell County,7,929,Q496602,Q1212
2633,2633,1023,AL,Choctaw County,9,2910,N/A,Q173
2634,2634,47045,TN,Dyer County,5,7402,Q495078,Q1509
2635,2635,8089,CO,Otero County,6,4209,N/A,Q1261
2636,2636,21159,KY,Martin County,8,4115,Q503521,Q1603
2637,2637,24011,MD,Caroline County,6,4955,Q501242,Q1391
2638,2638,28091,MS,Marion County,6,6614,Q490848,Q1494
2639,2639,51690,VA,Martinsville city,4,3035,Q502240,Q1370
2640,2640,51685,VA,Manassas Park city,1,1231,Q502269,Q1370
2641,2641,51047,VA,Culpeper County,6,4766,Q495154,Q1370
2642,2642,29183,MO,St. Charles County,1,20198,Q489873,Q1581
2643,2643,47011,TN,Bradley County,3,14448,Q494803,Q1509
2644,2644,48361,TX,Orange County,2,11751,Q109215,Q1439
2645,2645,31079,NE,Hall County,5,7652,Q496152,Q1553
2646,2646,19137,IA,Montgomery County,6,1287,Q485969,Q1546
2647,2647,41011,OR,Coos County,5,10946,Q484426,Q824
2648,2648,20027,KS,Clay County,7,819,Q376120,Q1558
2649,2649,13233,GA,Polk County,6,7609,Q498395,Q1428
2650,2650,44001,RI,Bristol County,1,3833,Q54262,Q1387
2651,2651,34029,NJ,Ocean County,1,64493,Q502564,Q1408
2652,2652,12043,FL,Glades County,6,2672,Q488468,Q812
2653,2653,13271,GA,Telfair County,7,3916,Q691614,Q1428
2654,2654,27081,MN,Lincoln County,9,721,Q490446,Q1527
2655,2655,21057,KY,Cumberland County,9,1679,Q175756,Q1603
2656,2656,51750,VA,Radford city,3,3931,Q586070,Q1370
2657,2657,51710,VA,Norfolk city,1,45219,Q49231,Q1370
2658,2658,34027,NJ,Morris County,1,26615,Q498163,Q1408
2659,2659,48105,TX,Crockett County,7,612,Q108957,Q1439
2660,2660,34035,NJ,Somerset County,1,17318,Q502414,Q1408
2661,2661,39067,OH,Harrison County,6,2521,Q421956,Q1397
2662,2662,12085,FL,Martin County,2,17584,Q648752,Q812
2663,2663,53069,WA,Wahkiakum County,8,523,Q484015,Q1223
2664,2664,27009,MN,Benton County,3,3345,Q109851,Q1527
2665,2665,30087,MT,Rosebud County,9,1525,Q496664,Q1212
2666,2666,16011,ID,Bingham County,6,6181,Q488548,Q1221
2667,2667,46067,SD,Hutchinson County,8,872,Q491702,Q1211
2668,2668,47115,TN,Marion County,2,5157,Q501968,Q1509
2669,2669,48009,TX,Archer County,3,909,Q108793,Q1439
2670,2670,42055,PA,Franklin County,4,13779,Q494121,Q1400
2671,2671,26005,MI,Allegan County,4,10303,Q133860,Q1166
2672,2672,50011,VT,Franklin County,3,5053,Q509880,Q16551
2673,2673,20151,KS,Pratt County,7,1048,Q374604,Q1558
2674,2674,34011,NJ,Cumberland County,3,26321,Q497845,Q1408
2675,2675,40033,OK,Cotton County,6,994,Q483857,Q1649
2676,2676,21043,KY,Carter County,6,5932,Q486095,Q1603
2677,2677,21211,KY,Shelby County,1,5178,Q506315,Q1603
2678,2678,51183,VA,Sussex County,1,2070,Q340591,Q1370
2679,2679,21019,KY,Boyd County,2,8356,Q491996,Q1603
2680,2680,31063,NE,Frontier County,9,312,Q496125,Q1553
2681,2681,5095,AR,Monroe County,7,1909,N/A,Q1612
2682,2682,51530,VA,Buena Vista city,6,975,Q503014,Q1370
2683,2683,16071,ID,Oneida County,8,563,Q491331,Q1221
2684,2684,28151,MS,Washington County,5,15883,Q484643,Q1494
2685,2685,18025,IN,Crawford County,8,1797,Q509092,Q1415
2686,2686,25003,MA,Berkshire County,3,13182,Q54165,Q771
2687,2687,20029,KS,Cloud County,7,1142,Q376353,Q1558
2688,2688,13215,GA,Muscogee County,2,41006,Q492048,Q1428
2689,2689,16029,ID,Caribou County,6,769,Q488481,Q1221
2690,2690,22069,LA,Natchitoches Parish,6,11773,Q507047,Q1588
2691,2691,22025,LA,Catahoula Parish,9,2485,Q505282,Q1588
2692,2692,13265,GA,Taliaferro County,8,457,Q134080,Q1428
2693,2693,17089,IL,Kane County,1,55134,Q486112,Q1204
2694,2694,48375,TX,Potter County,3,25040,Q113293,Q1439
2695,2695,31033,NE,Cheyenne County,7,935,Q484771,Q1553
2696,2696,21051,KY,Clay County,7,7945,Q491966,Q1603
2697,2697,37095,NC,Hyde County,9,1067,Q511659,Q1454
2698,2698,22087,LA,St. Bernard Parish,1,10604,Q503883,Q1588
2699,2699,51730,VA,Petersburg city,1,7884,Q511964,Q1370
2700,2700,5021,AR,Clay County,7,2807,N/A,Q1612
2701,2701,18099,IN,Marshall County,6,5490,Q540907,Q1415
2702,2702,51161,VA,Roanoke County,2,6774,Q513968,Q1370
2703,2703,37181,NC,Vance County,4,10552,Q507981,Q1454
2704,2704,21189,KY,Owsley County,9,1980,Q505347,Q1603
2705,2705,35039,NM,Rio Arriba County,6,8953,Q156481,Q1522
2706,2706,19095,IA,Iowa County,8,1156,Q486000,Q1546
2707,2707,5027,AR,Columbia County,7,5330,N/A,Q1612
2708,2708,17135,IL,Montgomery County,6,4220,Q488492,Q1204
2709,2709,51093,VA,Isle of Wight County,1,3430,Q338052,Q1370
2710,2710,51007,VA,Amelia County,1,1328,Q461562,Q1370
2711,2711,55045,WI,Green County,6,3002,Q489163,Q1537
2712,2712,17093,IL,Kendall County,1,5778,Q112512,Q1204
2713,2713,12109,FL,St. Johns County,1,17838,Q494471,Q812
2714,2714,8057,CO,Jackson County,9,191,N/A,Q1261
2715,2715,48373,TX,Polk County,6,8845,Q113375,Q1439
2716,2716,1093,AL,Marion County,8,5386,N/A,Q173
2717,2717,21009,KY,Barren County,6,9397,Q486081,Q1603
2718,2718,19187,IA,Webster County,5,4874,Q485726,Q1546
2719,2719,18165,IN,Vermillion County,3,2039,Q502933,Q1415
2720,2720,25017,MA,Middlesex County,1,117964,Q54073,Q771
2721,2721,22039,LA,Evangeline Parish,6,9463,Q504379,Q1588
2722,2722,1009,AL,Blount County,1,8033,N/A,Q173
2723,2723,30007,MT,Broadwater County,9,604,Q192753,Q1212
2724,2724,45003,SC,Aiken County,2,28039,Q404898,Q1456
2725,2725,54033,WV,Harrison County,5,9851,Q504850,Q1371
2726,2726,47139,TN,Polk County,3,2670,Q502050,Q1509
2727,2727,21181,KY,Nicholas County,8,1376,Q503583,Q1603
2728,2728,19109,IA,Kossuth County,7,1696,Q113201,Q1546
2729,2729,17185,IL,Wabash County,6,1529,Q486535,Q1204
2730,2730,31135,NE,Perkins County,9,301,Q496025,Q1553
2731,2731,45085,SC,Sumter County,3,21320,Q513933,Q1456
2732,2732,48201,TX,Harris County,1,752261,Q26676,Q1439
2733,2733,46013,SD,Brown County,5,4025,Q489062,Q1211
2734,2734,40145,OK,Wagoner County,2,8725,Q489457,Q1649
2735,2735,22083,LA,Richland Parish,6,5299,Q507028,Q1588
2736,2736,16059,ID,Lemhi County,7,1351,Q487415,Q1221
2737,2737,1101,AL,Montgomery County,2,40760,N/A,Q173
2738,2738,19141,IA,O'Brien County,7,1381,Q491436,Q1546
2739,2739,37197,NC,Yadkin County,2,5202,Q497284,Q1454
2740,2740,36003,NY,Allegany County,7,7836,Q47944,Q1384
2741,2741,19101,IA,Jefferson County,7,2311,Q183135,Q1546
2742,2742,22017,LA,Caddo Parish,2,63909,Q177562,Q1588
2743,2743,22119,LA,Webster Parish,6,9276,Q513078,Q1588
2744,2744,48003,TX,Andrews County,6,2073,Q108534,Q1439
2745,2745,37045,NC,Cleveland County,4,19594,Q511691,Q1454
2746,2746,20179,KS,Sheridan County,9,284,Q374382,Q1558
2747,2747,48369,TX,Parmer County,7,1500,Q484521,Q1439
2748,2748,13035,GA,Butts County,1,3586,Q488210,Q1428
2749,2749,48085,TX,Collin County,1,58619,Q111174,Q1439
2750,2750,46027,SD,Clay County,6,2393,Q489273,Q1211
2751,2751,1039,AL,Covington County,7,7228,N/A,Q173
2752,2752,17191,IL,Wayne County,7,2272,Q113793,Q1204
2753,2753,1071,AL,Jackson County,6,9007,N/A,Q173
2754,2754,53023,WA,Garfield County,8,308,Q695782,Q1223
2755,2755,13289,GA,Twiggs County,3,1893,Q503551,Q1428
2756,2756,47067,TN,Hancock County,8,1983,Q495059,Q1509
2757,2757,20077,KS,Harper County,8,809,Q377171,Q1558
2758,2758,36039,NY,Greene County,6,7278,Q115216,Q1384
2759,2759,37013,NC,Beaufort County,6,8925,Q484639,Q1454
2760,2760,13315,GA,Wilcox County,9,2115,Q486791,Q1428
2761,2761,31115,NE,Loup County,9,94,Q162560,Q1553
2762,2762,55043,WI,Grant County,6,7919,Q500977,Q1537
2763,2763,8013,CO,Boulder County,2,33749,N/A,Q1261
2764,2764,19003,IA,Adams County,9,452,Q110768,Q1546
2765,2765,28029,MS,Copiah County,2,7517,Q485420,Q1494
2766,2766,48041,TX,Brazos County,3,51022,Q26601,Q1439
2767,2767,5097,AR,Montgomery County,8,1956,N/A,Q1612
2768,2768,31077,NE,Greeley County,9,333,Q489743,Q1553
2769,2769,17073,IL,Henry County,2,5556,Q486328,Q1204
2770,2770,48433,TX,Stonewall County,8,217,Q113906,Q1439
2771,2771,54041,WV,Lewis County,7,2939,Q495147,Q1371
2772,2772,27077,MN,Lake of the Woods County,9,408,Q491243,Q1527
2773,2773,16049,ID,Idaho County,6,2531,Q494480,Q1221
2774,2774,55047,WI,Green Lake County,6,2153,Q500891,Q1537
2775,2775,33001,NH,Belknap County,4,5949,Q54442,Q759
2776,2776,35051,NM,Sierra County,6,2940,Q496406,Q1522
2777,2777,39057,OH,Greene County,2,18975,Q825807,Q1397
2778,2778,5043,AR,Drew County,7,3387,N/A,Q1612
2779,2779,55141,WI,Wood County,4,7088,Q495332,Q1537
2780,2780,38045,ND,LaMoure County,9,468,Q48891,Q1207
2781,2781,20197,KS,Wabaunsee County,3,549,Q376899,Q1558
2782,2782,55135,WI,Waupaca County,6,5318,Q500854,Q1537
2783,2783,6019,CA,Fresno County,2,245131,N/A,Q99
2784,2784,22065,LA,Madison Parish,7,4103,Q507180,Q1588
2785,2785,21011,KY,Bath County,8,3034,Q486060,Q1603
2786,2786,18017,IN,Cass County,4,4648,Q505276,Q1415
2787,2787,17035,IL,Cumberland County,9,1323,Q110539,Q1204
2788,2788,5149,AR,Yell County,6,3817,N/A,Q1612
2789,2789,8123,CO,Weld County,3,33377,N/A,Q1261
2790,2790,48055,TX,Caldwell County,1,6552,Q26591,Q1439
2791,2791,55131,WI,Washington County,1,7496,Q501559,Q1537
2792,2792,21147,KY,McCreary County,9,6168,Q505428,Q1603
2793,2793,53003,WA,Asotin County,3,3225,Q156295,Q1223
2794,2794,54045,WV,Logan County,6,8075,Q495160,Q1371
2795,2795,48097,TX,Cooke County,6,5330,Q109636,Q1439
2796,2796,21165,KY,Menifee County,9,1513,Q498123,Q1603
2797,2797,48015,TX,Austin County,1,4213,Q108386,Q1439
2798,2798,41007,OR,Clatsop County,4,4919,Q484371,Q824
2799,2799,26037,MI,Clinton County,2,6509,Q94669,Q1166
2800,2800,1033,AL,Colbert County,3,8982,N/A,Q173
2801,2801,56005,WY,Campbell County,5,4067,Q110640,Q1214
2802,2802,16003,ID,Adams County,8,580,Q109815,Q1221
2803,2803,17139,IL,Moultrie County,6,1444,Q491321,Q1204
2804,2804,51035,VA,Carroll County,6,4775,Q488917,Q1370
2805,2805,51099,VA,King George County,8,1728,Q2613700,Q1370
2806,2806,29055,MO,Crawford County,6,4449,Q484461,Q1581
2807,2807,20155,KS,Reno County,4,8844,Q379657,Q1558
2808,2808,45043,SC,Georgetown County,4,9222,Q505980,Q1456
2809,2809,19029,IA,Cass County,6,1654,Q156468,Q1546
2810,2810,6089,CA,Shasta County,3,30359,N/A,Q99
2811,2811,39075,OH,Holmes County,7,5041,Q485650,Q1397
2812,2812,35019,NM,Guadalupe County,7,955,Q484290,Q1522
2813,2813,47127,TN,Moore County,9,678,Q494716,Q1509
2814,2814,55107,WI,Rusk County,6,1920,Q500861,Q1537
2815,2815,42079,PA,Luzerne County,2,44618,Q501292,Q1400
2816,2816,39097,OH,Madison County,1,4576,Q485526,Q1397
2817,2817,31091,NE,Hooker County,9,56,Q489702,Q1553
2818,2818,49053,UT,Washington County,3,19795,Q27240,Q829
2819,2819,21117,KY,Kenton County,1,20493,Q498116,Q1603
2820,2820,13177,GA,Lee County,3,3190,Q491508,Q1428
2821,2821,20145,KS,Pawnee County,7,840,Q374589,Q1558
2822,2822,55139,WI,Winnebago County,3,18883,Q502244,Q1537
2823,2823,48437,TX,Swisher County,6,1511,Q112882,Q1439
2824,2824,17101,IL,Lawrence County,7,2566,Q491470,Q1204
2825,2825,51197,VA,Wythe County,6,4135,Q513950,Q1370
2826,2826,25015,MA,Hampshire County,2,16535,Q54161,Q771
2827,2827,22103,LA,St. Tammany Parish,1,24598,Q506921,Q1588
2828,2828,28041,MS,Greene County,8,2642,Q485402,Q1494
2829,2829,51053,VA,Dinwiddie County,1,3565,Q340606,Q1370
2830,2830,29101,MO,Johnson County,4,7187,Q490019,Q1581
2831,2831,55023,WI,Crawford County,7,2212,Q494899,Q1537
2832,2832,26151,MI,Sanilac County,6,6359,Q82510,Q1166
2833,2833,54021,WV,Gilmer County,9,1706,Q504842,Q1371
2834,2834,30023,MT,Deer Lodge County,7,1574,Q490774,Q1212
2835,2835,5109,AR,Pike County,9,1927,N/A,Q1612
2836,2836,31113,NE,Logan County,9,79,Q489682,Q1553
2837,2837,20149,KS,Pottawatomie County,6,1917,Q376947,Q1558
2838,2838,55011,WI,Buffalo County,8,1369,Q494943,Q1537
2839,2839,19189,IA,Winnebago County,7,1072,Q249638,Q1546
2840,2840,37071,NC,Gaston County,1,33562,Q511849,Q1454
2841,2841,37001,NC,Alamance County,3,25014,Q504397,Q1454
2842,2842,40151,OK,Woods County,7,1105,Q489468,Q1649
2843,2843,4013,AZ,Maricopa County,1,624923,N/A,Q816
2844,2844,53019,WA,Ferry County,9,1602,Q493228,Q1223
2845,2845,48081,TX,Coke County,8,501,Q108846,Q1439
2846,2846,8027,CO,Custer County,8,605,N/A,Q1261
2847,2847,4023,AZ,Santa Cruz County,4,9569,N/A,Q816
2848,2848,28101,MS,Newton County,7,4563,Q204761,Q1494
2849,2849,28097,MS,Montgomery County,7,2433,Q490859,Q1494
2850,2850,31001,NE,Adams County,5,3835,Q112823,Q1553
2851,2851,16083,ID,Twin Falls County,5,11954,Q491339,Q1221
2852,2852,17077,IL,Jackson County,5,12930,Q486471,Q1204
2853,2853,31097,NE,Johnson County,8,520,Q489677,Q1553
2854,2854,39129,OH,Pickaway County,1,6905,Q386271,Q1397
2855,2855,40149,OK,Washita County,7,1784,Q495958,Q1649
2856,2856,13045,GA,Carroll County,1,16713,Q493088,Q1428
2857,2857,22095,LA,St. John the Baptist Parish,1,7959,Q507629,Q1588
2858,2858,42035,PA,Clinton County,6,6543,Q494093,Q1400
2859,2859,31069,NE,Garden County,9,308,Q489783,Q1553
2860,2860,39039,OH,Defiance County,4,3876,Q336190,Q1397
2861,2861,53053,WA,Pierce County,1,102303,Q156459,Q1223
2862,2862,13143,GA,Haralson County,1,5306,Q544539,Q1428
2863,2863,42127,PA,Wayne County,6,6427,Q494167,Q1400
2864,2864,27039,MN,Dodge County,3,1560,Q113056,Q1527
2865,2865,39025,OH,Clermont County,1,21281,Q485582,Q1397
2866,2866,19195,IA,Worth County,9,662,Q485463,Q1546
2867,2867,55017,WI,Chippewa County,3,7042,Q127184,Q1537
2868,2868,17069,IL,Hardin County,9,857,Q486495,Q1204
2869,2869,46077,SD,Kingsbury County,9,457,Q495289,Q1211
2870,2870,51181,VA,Surry County,1,876,Q506209,Q1370
2871,2871,34039,NJ,Union County,1,58425,Q502459,Q1408
2872,2872,8045,CO,Garfield County,5,5276,N/A,Q1261
2873,2873,30085,MT,Roosevelt County,7,2659,Q496751,Q1212
2874,2874,28087,MS,Lowndes County,5,12346,Q490879,Q1494
2875,2875,40147,OK,Washington County,4,7333,Q489486,Q1649
2876,2876,37171,NC,Surry County,4,12102,Q507881,Q1454
2877,2877,48007,TX,Aransas County,2,4751,Q107982,Q1439
2878,2878,35025,NM,Lea County,5,12179,Q489616,Q1522
2879,2879,17103,IL,Lee County,4,4148,Q491035,Q1204
2880,2880,46061,SD,Hanson County,8,282,Q495667,Q1211
2881,2881,48163,TX,Frio County,6,4005,Q27011,Q1439
2882,2882,53025,WA,Grant County,4,14842,Q281681,Q1223
2883,2883,37151,NC,Randolph County,2,20481,Q507943,Q1454
2884,2884,13217,GA,Newton County,1,18463,Q501101,Q1428
2885,2885,36043,NY,Herkimer County,2,9968,Q487564,Q1384
2886,2886,31173,NE,Thurston County,8,1777,Q502511,Q1553
2887,2887,5081,AR,Little River County,6,2148,N/A,Q1612
2888,2888,29115,MO,Linn County,7,1927,Q490088,Q1581
2889,2889,38005,ND,Benson County,9,1961,Q28292,Q1207
2890,2890,27123,MN,Ramsey County,1,73203,Q491201,Q1527
2891,2891,47057,TN,Grainger County,3,4563,Q502373,Q1509
2892,2892,55053,WI,Jackson County,6,2132,Q500897,Q1537
2893,2893,50023,VT,Washington County,4,6080,Q505380,Q16551
2894,2894,17141,IL,Ogle County,4,5167,Q488560,Q1204
2895,2895,35009,NM,Curry County,5,9216,Q484496,Q1522
2896,2896,47179,TN,Washington County,3,18319,Q495037,Q1509
2897,2897,6011,CA,Colusa County,6,2375,N/A,Q99
2898,2898,22081,LA,Red River Parish,6,2194,Q507126,Q1588
2899,2899,17039,IL,De Witt County,6,1686,Q111672,Q1204
2900,2900,40133,OK,Seminole County,7,5562,Q495891,Q1649
2901,2901,49057,UT,Weber County,2,26535,Q26754,Q829
2902,2902,37093,NC,Hoke County,2,10177,Q502507,Q1454
2903,2903,6033,CA,Lake County,4,13065,N/A,Q99
2904,2904,45035,SC,Dorchester County,2,14329,Q502431,Q1456
2905,2905,8107,CO,Routt County,7,1766,N/A,Q1261
2906,2906,18151,IN,Steuben County,7,3493,Q24646,Q1415
2907,2907,13037,GA,Calhoun County,8,1541,Q156632,Q1428
2908,2908,5033,AR,Crawford County,2,10322,N/A,Q1612
2909,2909,6043,CA,Mariposa County,8,3077,N/A,Q99
2910,2910,19105,IA,Jones County,3,2012,Q485974,Q1546
2911,2911,42113,PA,Sullivan County,8,768,Q501306,Q1400
2912,2912,28089,MS,Madison County,2,12426,Q491190,Q1494
2913,2913,31171,NE,Thomas County,9,99,Q489711,Q1553
2914,2914,31095,NE,Jefferson County,7,757,Q489939,Q1553
2915,2915,55037,WI,Florence County,9,540,Q501989,Q1537
2916,2916,31119,NE,Madison County,5,4867,Q496132,Q1553
2917,2917,55007,WI,Bayfield County,8,1821,Q490482,Q1537
2918,2918,22093,LA,St. James Parish,6,4038,Q507016,Q1588
2919,2919,31027,NE,Cedar County,9,803,Q490779,Q1553
2920,2920,47021,TN,Cheatham County,1,4375,Q495072,Q1509
2921,2921,33003,NH,Carroll County,8,4896,Q54446,Q759
2922,2922,19143,IA,Osceola County,7,625,Q485795,Q1546
2923,2923,29227,MO,Worth County,9,279,Q497971,Q1581
2924,2924,42059,PA,Greene County,6,5362,Q494098,Q1400
2925,2925,17105,IL,Livingston County,4,4823,Q429814,Q1204
2926,2926,1003,AL,Baldwin County,4,24005,N/A,Q173
2927,2927,40071,OK,Kay County,5,7252,Q489318,Q1649
2928,2928,18015,IN,Carroll County,3,2033,Q504422,Q1415
2929,2929,30089,MT,Sanders County,8,2005,Q490734,Q1212
2930,2930,26133,MI,Osceola County,7,4325,Q63958,Q1166
2931,2931,53077,WA,Yakima County,3,44819,Q156629,Q1223
2932,2932,47135,TN,Perry County,8,1728,Q501976,Q1509
2933,2933,29087,MO,Holt County,8,612,Q490405,Q1581
2934,2934,36063,NY,Niagara County,1,26152,Q114969,Q1384
2935,2935,22059,LA,La Salle Parish,6,2653,Q506086,Q1588
2936,2936,54087,WV,Roane County,6,3100,Q501835,Q1371
2937,2937,30079,MT,Prairie County,9,140,Q496678,Q1212
2938,2938,38029,ND,Emmons County,8,455,Q48917,Q1207
2939,2939,17149,IL,Pike County,7,2506,Q491017,Q1204
2940,2940,17189,IL,Washington County,6,1290,Q486486,Q1204
2941,2941,26065,MI,Ingham County,2,54343,Q133853,Q1166
2942,2942,12005,FL,Bay County,3,26845,Q488865,Q812
2943,2943,17119,IL,Madison County,1,34772,Q486448,Q1204
2944,2944,28079,MS,Leake County,6,5218,Q490835,Q1494
2945,2945,29005,MO,Atchison County,9,665,Q484304,Q1581
2946,2946,18037,IN,Dubois County,7,2730,Q509848,Q1415
2947,2947,26115,MI,Monroe County,3,14819,Q195658,Q1166
2948,2948,34001,NJ,Atlantic County,2,37734,Q497928,Q1408
2949,2949,20181,KS,Sherman County,7,841,Q248521,Q1558
2950,2950,48317,TX,Martin County,6,738,Q484551,Q1439
2951,2951,48327,TX,Menard County,8,446,Q111821,Q1439
2952,2952,26163,MI,Wayne County,1,395250,Q195664,Q1166
2953,2953,28011,MS,Bolivar County,5,10927,Q115356,Q1494
2954,2954,28027,MS,Coahoma County,5,9567,Q156575,Q1494
2955,2955,41071,OR,Yamhill County,1,11607,Q484346,Q824
2956,2956,29039,MO,Cedar County,6,2739,Q484287,Q1581
2957,2957,39003,OH,Allen County,3,15101,Q485577,Q1397
2958,2958,29105,MO,Laclede County,6,5480,Q490112,Q1581
2959,2959,31031,NE,Cherry County,7,685,Q490769,Q1553
2960,2960,27093,MN,Meeker County,6,1604,Q490432,Q1527
2961,2961,55029,WI,Door County,6,2250,Q490550,Q1537
2962,2962,55071,WI,Manitowoc County,4,7229,Q500984,Q1537
2963,2963,30103,MT,Treasure County,8,71,Q496744,Q1212
2964,2964,21129,KY,Lee County,9,2487,Q491136,Q1603
2965,2965,19025,IA,Calhoun County,9,1138,Q111530,Q1546
2966,2966,48353,TX,Nolan County,6,2697,Q114026,Q1439
2967,2967,30011,MT,Carter County,9,164,Q193072,Q1212
2968,2968,48175,TX,Goliad County,3,1059,Q27233,Q1439
2969,2969,48425,TX,Somervell County,8,931,Q111844,Q1439
2970,2970,48217,TX,Hill County,6,5542,Q110384,Q1439
2971,2971,35057,NM,Torrance County,2,4001,Q487288,Q1522
2972,2972,31149,NE,Rock County,9,186,Q489747,Q1553
2973,2973,23025,ME,Somerset County,6,9749,Q506363,Q724
2974,2974,48111,TX,Dallam County,7,793,Q109303,Q1439
2975,2975,21145,KY,McCracken County,5,11962,Q506370,Q1603
2976,2976,13321,GA,Worth County,3,4334,Q486154,Q1428
2977,2977,31061,NE,Franklin County,9,393,Q485623,Q1553
2978,2978,49051,UT,Wasatch County,6,1668,Q26766,Q829
2979,2979,54067,WV,Nicholas County,6,5359,Q283657,Q1371
2980,2980,48031,TX,Blanco County,8,1207,Q26914,Q1439
2981,2981,32510,NV,Carson City,3,6727,Q40881,Q1227
2982,2982,37079,NC,Greene County,3,4422,Q511772,Q1454
2983,2983,4009,AZ,Graham County,6,7854,N/A,Q816
2984,2984,21067,KY,Fayette County,2,54406,Q491931,Q1603
2985,2985,16037,ID,Custer County,9,639,Q488512,Q1221
2986,2986,49039,UT,Sanpete County,6,4520,Q484577,Q829
2987,2987,19161,IA,Sac County,9,1124,Q156639,Q1546
2988,2988,29015,MO,Benton County,9,3330,Q486091,Q1581
2989,2989,51770,VA,Roanoke city,2,21886,Q501796,Q1370
2990,2990,36119,NY,Westchester County,1,95327,Q54066,Q1384
2991,2991,21103,KY,Henry County,1,2886,Q500734,Q1603
2992,2992,6051,CA,Mono County,7,1583,N/A,Q99
2993,2993,13021,GA,Bibb County,3,38547,Q488171,Q1428
2994,2994,51059,VA,Fairfax County,1,67736,Q341915,Q1370
2995,2995,19175,IA,Union County,6,1586,Q485944,Q1546
2996,2996,13031,GA,Bulloch County,4,16650,Q488166,Q1428
2997,2997,51001,VA,Accomack County,7,6493,Q49289,Q1370
2998,2998,54053,WV,Mason County,6,4671,Q501830,Q1371
2999,2999,21083,KY,Graves County,7,7571,Q500698,Q1603
3000,3000,48347,TX,Nacogdoches County,5,15402,Q156455,Q1439
3001,3001,29017,MO,Bollinger County,9,2076,Q484624,Q1581
3002,3002,48287,TX,Lee County,6,2105,Q27025,Q1439
3003,3003,20157,KS,Republic County,9,524,Q376527,Q1558
3004,3004,29186,MO,Ste. Genevieve County,6,2069,Q489847,Q1581
3005,3005,49005,UT,Cache County,3,15209,Q109790,Q829
3006,3006,37023,NC,Burke County,2,15310,Q504366,Q1454
3007,3007,48429,TX,Stephens County,7,1876,Q114529,Q1439
3008,3008,40043,OK,Dewey County,9,623,Q490722,Q1649
3009,3009,19043,IA,Clayton County,8,1709,Q113815,Q1546
3010,3010,32021,NV,Mineral County,7,801,Q203022,Q1227
3011,3011,47065,TN,Hamilton County,2,47050,Q188376,Q1509
3012,3012,13245,GA,Richmond County,2,48929,Q498319,Q1428
3013,3013,53061,WA,Snohomish County,1,62396,Q110403,Q1223
3014,3014,18177,IN,Wayne County,5,10859,Q502959,Q1415
3015,3015,36083,NY,Rensselaer County,2,17978,Q156566,Q1384
3016,3016,6039,CA,Madera County,3,30029,N/A,Q99
3017,3017,40115,OK,Ottawa County,6,5858,Q495564,Q1649
3018,3018,39103,OH,Medina County,1,11394,Q336183,Q1397
3019,3019,42081,PA,Lycoming County,3,16033,Q495633,Q1400
3020,3020,35013,NM,Dona Ana County,3,53719,Q112953,Q1522
3021,3021,12127,FL,Volusia County,2,73420,Q494541,Q812
3022,3022,45053,SC,Jasper County,6,5570,Q112957,Q1456
3023,3023,13075,GA,Cook County,6,4268,Q156431,Q1428
3024,3024,31101,NE,Keith County,7,1019,Q489659,Q1553
3025,3025,13019,GA,Berrien County,6,4179,Q488868,Q1428
3026,3026,48247,TX,Jim Hogg County,6,1431,Q279452,Q1439
3027,3027,29091,MO,Howell County,7,8110,Q484607,Q1581
3028,3028,22111,LA,Union Parish,3,4422,Q512832,Q1588
3029,3029,29037,MO,Cass County,1,8792,Q485204,Q1581
3030,3030,48357,TX,Ochiltree County,7,1170,Q485920,Q1439
3031,3031,38087,ND,Slope County,9,86,Q511487,Q1207
